default|check_acc_status|duration|credit_history|purpose|credit_amount|savings|unemployment|ins_inc_ratio|personal_status_sex|other_debtors|residence since|property|age|other_ins_plans|housing|credits_number|job|liable_people|telephone|foreign_worker
0|no_account|48|critical_account|used_car|2751|unknown|7_more|4|male_sin|none|3|car_other|38|none|own|2|skilled_employee|2|yes|yes
1|0_200|48|past_delays|education|6224|less_100|7_more|4|male_sin|none|4|unknown|50|none|for_free|1|skilled_employee|1|no|yes
1|less_0|40|critical_account|education|5998|less_100|1_4|4|male_sin|none|3|unknown|27|bank|own|1|skilled_employee|1|yes|yes
1|0_200|21|existing_paid_duly|business|1188|less_100|7_more|2|female_div_sep_mar|none|4|life_insurance|39|none|own|1|skilled_employee|2|no|yes
0|no_account|24|existing_paid_duly|used_car|6313|unknown|7_more|3|male_sin|none|4|car_other|41|none|own|1|management|2|yes|yes
0|no_account|6|critical_account|furniture|1221|unknown|1_4|1|male_mar_wid|none|2|life_insurance|27|none|own|2|skilled_employee|1|no|yes
0|200_more|24|existing_paid_duly|furniture|2892|less_100|7_more|3|male_div_sep|none|4|unknown|51|none|for_free|1|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|furniture|3062|500_1000|7_more|4|male_sin|none|3|unknown|32|none|rent|1|skilled_employee|1|yes|yes
0|no_account|9|existing_paid_duly|furniture|2301|100_500|less_1|2|female_div_sep_mar|none|4|life_insurance|22|none|rent|1|skilled_employee|1|no|yes
1|less_0|18|existing_paid_duly|used_car|7511|unknown|7_more|1|male_sin|none|4|life_insurance|51|none|for_free|1|skilled_employee|2|yes|yes
0|no_account|12|critical_account|furniture|1258|less_100|less_1|2|female_div_sep_mar|none|4|life_insurance|22|none|rent|2|unskilled|1|no|yes
0|no_account|24|past_delays|new_car|717|unknown|7_more|4|male_mar_wid|none|4|car_other|54|none|own|2|skilled_employee|1|yes|yes
0|0_200|9|existing_paid_duly|new_car|1549|unknown|less_1|4|male_sin|none|2|real_estate|35|none|own|1|unemployed|1|no|yes
0|no_account|24|critical_account|education|1597|less_100|7_more|4|male_sin|none|4|unknown|54|none|for_free|2|skilled_employee|2|no|yes
0|0_200|18|critical_account|radio_tv|1795|less_100|7_more|3|female_div_sep_mar|guarantor|4|real_estate|48|bank|rent|2|unskilled|1|yes|yes
0|less_0|20|critical_account|furniture|4272|less_100|7_more|1|female_div_sep_mar|none|4|life_insurance|24|none|own|2|skilled_employee|1|no|yes
0|no_account|12|critical_account|radio_tv|976|unknown|7_more|4|male_sin|none|4|car_other|35|none|own|2|skilled_employee|1|no|yes
0|0_200|12|existing_paid_duly|new_car|7472|unknown|unemployed|1|female_div_sep_mar|none|2|real_estate|24|none|rent|1|unemployed|1|no|yes
1|less_0|36|existing_paid_duly|new_car|9271|less_100|4_7|2|male_sin|none|1|car_other|24|none|own|1|skilled_employee|1|yes|yes
0|0_200|6|existing_paid_duly|radio_tv|590|less_100|less_1|3|male_mar_wid|none|3|real_estate|26|none|own|1|unskilled|1|no|no
0|no_account|12|critical_account|radio_tv|930|unknown|7_more|4|male_sin|none|4|real_estate|65|none|own|4|skilled_employee|1|no|yes
0|0_200|42|past_paid_duly|used_car|9283|less_100|unemployed|1|male_sin|none|2|unknown|55|bank|for_free|1|management|1|yes|yes
1|0_200|15|no_credits|new_car|1778|less_100|less_1|2|female_div_sep_mar|none|1|real_estate|26|none|rent|2|unemployed|1|no|yes
0|0_200|8|existing_paid_duly|business|907|less_100|less_1|3|male_mar_wid|none|2|real_estate|26|none|own|1|skilled_employee|1|yes|yes
0|0_200|6|existing_paid_duly|radio_tv|484|less_100|4_7|3|male_mar_wid|guarantor|3|real_estate|28|bank|own|1|unskilled|1|no|yes
1|less_0|36|critical_account|used_car|9629|less_100|4_7|4|male_sin|none|4|car_other|24|none|own|2|skilled_employee|1|yes|yes
1|less_0|48|existing_paid_duly|domestic_appliances|3051|less_100|1_4|3|male_sin|none|4|car_other|54|none|own|1|skilled_employee|1|no|yes
1|less_0|48|existing_paid_duly|new_car|3931|less_100|4_7|4|male_sin|none|4|unknown|46|none|for_free|1|skilled_employee|2|no|yes
0|0_200|36|past_delays|new_car|7432|less_100|1_4|2|female_div_sep_mar|none|2|life_insurance|54|none|rent|1|skilled_employee|1|no|yes
0|no_account|6|existing_paid_duly|domestic_appliances|1338|500_1000|1_4|1|male_div_sep|none|4|real_estate|62|none|own|1|skilled_employee|1|no|yes
0|no_account|6|critical_account|radio_tv|1554|less_100|4_7|1|female_div_sep_mar|none|2|car_other|24|none|rent|2|skilled_employee|1|yes|yes
0|less_0|36|existing_paid_duly|others|15857|less_100|unemployed|2|male_div_sep|coapplicant|3|car_other|43|none|own|1|management|1|no|yes
1|less_0|18|existing_paid_duly|radio_tv|1345|less_100|1_4|4|male_mar_wid|none|3|real_estate|26|bank|own|1|skilled_employee|1|no|yes
0|no_account|12|existing_paid_duly|new_car|1101|less_100|1_4|3|male_mar_wid|none|2|real_estate|27|none|own|2|skilled_employee|1|yes|yes
0|200_more|12|existing_paid_duly|radio_tv|3016|less_100|1_4|3|male_mar_wid|none|1|car_other|24|none|own|1|skilled_employee|1|no|yes
1|less_0|36|existing_paid_duly|furniture|2712|less_100|7_more|2|male_sin|none|2|life_insurance|41|bank|own|1|skilled_employee|2|no|yes
0|less_0|8|critical_account|new_car|731|less_100|7_more|4|male_sin|none|4|real_estate|47|none|own|2|unskilled|1|no|yes
0|no_account|18|critical_account|furniture|3780|less_100|less_1|3|male_div_sep|none|2|car_other|35|none|own|2|management|1|yes|yes
0|less_0|21|critical_account|new_car|1602|less_100|7_more|4|male_mar_wid|none|3|car_other|30|none|own|2|skilled_employee|1|yes|yes
1|less_0|18|critical_account|new_car|3966|less_100|7_more|1|female_div_sep_mar|none|4|real_estate|33|bank|rent|3|skilled_employee|1|yes|yes
1|no_account|18|no_credits|business|4165|less_100|1_4|2|male_sin|none|2|car_other|36|stores|own|2|skilled_employee|2|no|yes
1|less_0|36|existing_paid_duly|used_car|8335|unknown|7_more|3|male_sin|none|4|unknown|47|none|for_free|1|skilled_employee|1|no|yes
0|0_200|48|past_delays|business|6681|unknown|1_4|4|male_sin|none|4|unknown|38|none|for_free|1|skilled_employee|2|yes|yes
0|no_account|24|past_delays|business|2375|500_1000|1_4|4|male_sin|none|2|car_other|44|none|own|2|skilled_employee|2|yes|yes
1|less_0|18|existing_paid_duly|new_car|1216|less_100|less_1|4|female_div_sep_mar|none|3|car_other|23|none|rent|1|skilled_employee|1|yes|yes
1|less_0|45|no_credits|business|11816|less_100|7_more|2|male_sin|none|4|car_other|29|none|rent|2|skilled_employee|1|no|yes
0|0_200|24|existing_paid_duly|radio_tv|5084|unknown|7_more|2|female_div_sep_mar|none|4|car_other|42|none|own|1|skilled_employee|1|yes|yes
1|200_more|15|existing_paid_duly|radio_tv|2327|less_100|less_1|2|female_div_sep_mar|none|3|real_estate|25|none|own|1|unskilled|1|no|yes
1|less_0|12|no_credits|new_car|1082|less_100|1_4|4|male_sin|none|4|car_other|48|bank|own|2|skilled_employee|1|no|yes
0|no_account|12|existing_paid_duly|radio_tv|886|unknown|1_4|4|female_div_sep_mar|none|2|car_other|21|none|own|1|skilled_employee|1|no|yes
0|no_account|4|existing_paid_duly|furniture|601|less_100|less_1|1|female_div_sep_mar|none|3|real_estate|23|none|rent|1|unskilled|2|no|yes
0|less_0|24|critical_account|used_car|2957|less_100|7_more|4|male_sin|none|4|life_insurance|63|none|own|2|skilled_employee|1|yes|yes
0|no_account|24|critical_account|radio_tv|2611|less_100|7_more|4|male_mar_wid|coapplicant|3|real_estate|46|none|own|2|skilled_employee|1|no|yes
1|less_0|36|existing_paid_duly|furniture|5179|less_100|4_7|4|male_sin|none|2|life_insurance|29|none|own|1|skilled_employee|1|no|yes
0|no_account|21|past_delays|used_car|2993|less_100|1_4|3|male_sin|none|2|real_estate|28|stores|own|2|unskilled|1|no|yes
1|no_account|18|existing_paid_duly|repairs|1943|less_100|less_1|4|female_div_sep_mar|none|4|real_estate|23|none|own|1|skilled_employee|1|no|yes
0|no_account|24|past_paid_duly|business|1559|less_100|4_7|4|male_sin|none|4|car_other|50|bank|own|1|skilled_employee|1|yes|yes
0|no_account|18|existing_paid_duly|furniture|3422|less_100|7_more|4|male_sin|none|4|life_insurance|47|bank|own|3|skilled_employee|2|yes|yes
0|0_200|21|existing_paid_duly|furniture|3976|unknown|4_7|2|male_sin|none|3|car_other|35|none|own|1|skilled_employee|1|yes|yes
1|no_account|18|existing_paid_duly|new_car|6761|unknown|1_4|2|male_sin|none|4|car_other|68|none|rent|2|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|new_car|1249|less_100|less_1|4|male_mar_wid|none|2|real_estate|28|none|own|1|skilled_employee|1|no|yes
0|less_0|9|existing_paid_duly|radio_tv|1364|less_100|4_7|3|male_sin|none|4|real_estate|59|none|own|1|skilled_employee|1|no|yes
1|less_0|12|existing_paid_duly|radio_tv|709|less_100|7_more|4|male_sin|none|4|real_estate|57|stores|own|1|unskilled|1|no|yes
1|less_0|20|critical_account|new_car|2235|less_100|1_4|4|male_mar_wid|guarantor|2|life_insurance|33|bank|rent|2|skilled_employee|1|no|no
0|no_account|24|critical_account|used_car|4042|unknown|4_7|3|male_sin|none|4|life_insurance|43|none|own|2|skilled_employee|1|yes|yes
0|no_account|15|critical_account|radio_tv|1471|less_100|1_4|4|male_sin|none|4|unknown|35|none|for_free|2|skilled_employee|1|yes|yes
1|less_0|18|past_paid_duly|new_car|1442|less_100|4_7|4|male_sin|none|4|unknown|32|none|for_free|2|unskilled|2|no|yes
0|no_account|36|past_delays|new_car|10875|less_100|7_more|2|male_sin|none|2|car_other|45|none|own|2|skilled_employee|2|yes|yes
0|no_account|24|existing_paid_duly|new_car|1474|100_500|less_1|4|male_mar_wid|none|3|real_estate|33|none|own|1|skilled_employee|1|yes|yes
0|no_account|10|existing_paid_duly|retraining|894|unknown|4_7|4|female_div_sep_mar|none|3|life_insurance|40|none|own|1|skilled_employee|1|yes|yes
0|no_account|15|critical_account|furniture|3343|less_100|1_4|4|male_sin|none|2|unknown|28|none|for_free|1|skilled_employee|1|yes|yes
1|less_0|15|existing_paid_duly|new_car|3959|less_100|1_4|3|female_div_sep_mar|none|2|life_insurance|29|none|own|1|skilled_employee|1|yes|yes
0|no_account|9|existing_paid_duly|new_car|3577|100_500|1_4|1|male_sin|guarantor|2|real_estate|26|none|rent|1|skilled_employee|2|no|no
0|no_account|24|critical_account|used_car|5804|1000_more|1_4|4|male_sin|none|2|real_estate|27|none|own|2|skilled_employee|1|no|yes
1|no_account|18|past_delays|business|2169|less_100|1_4|4|male_mar_wid|none|2|car_other|28|none|own|1|skilled_employee|1|yes|yes
1|less_0|24|existing_paid_duly|radio_tv|2439|less_100|less_1|4|female_div_sep_mar|none|4|real_estate|35|none|own|1|skilled_employee|1|yes|yes
0|no_account|27|critical_account|furniture|4526|1000_more|less_1|4|male_sin|none|2|real_estate|32|stores|own|2|unskilled|2|yes|yes
1|no_account|10|existing_paid_duly|furniture|2210|less_100|1_4|2|male_sin|none|2|real_estate|25|bank|rent|1|unskilled|1|no|yes
0|no_account|15|existing_paid_duly|furniture|2221|500_1000|1_4|2|female_div_sep_mar|none|4|car_other|20|none|rent|1|skilled_employee|1|no|yes
0|less_0|18|existing_paid_duly|radio_tv|2389|less_100|less_1|4|female_div_sep_mar|none|1|car_other|27|stores|own|1|skilled_employee|1|no|yes
0|no_account|12|critical_account|furniture|3331|less_100|7_more|2|male_sin|none|4|life_insurance|42|stores|own|1|skilled_employee|1|no|yes
0|no_account|36|existing_paid_duly|business|7409|unknown|7_more|3|male_sin|none|2|life_insurance|37|none|own|2|skilled_employee|1|no|yes
0|less_0|12|existing_paid_duly|furniture|652|less_100|7_more|4|female_div_sep_mar|none|4|life_insurance|24|none|rent|1|skilled_employee|1|no|yes
0|no_account|36|past_delays|furniture|7678|500_1000|4_7|2|female_div_sep_mar|none|4|car_other|40|none|own|2|skilled_employee|1|yes|yes
0|200_more|6|critical_account|new_car|1343|less_100|7_more|1|male_sin|none|4|real_estate|46|none|own|2|skilled_employee|2|no|no
0|less_0|24|critical_account|business|1382|100_500|4_7|4|male_sin|none|1|real_estate|26|none|own|2|skilled_employee|1|yes|yes
0|no_account|15|existing_paid_duly|domestic_appliances|874|unknown|less_1|4|female_div_sep_mar|none|1|real_estate|24|none|own|1|skilled_employee|1|no|yes
0|less_0|12|existing_paid_duly|furniture|3590|less_100|1_4|2|male_sin|coapplicant|2|life_insurance|29|none|own|1|unskilled|2|no|yes
0|0_200|11|critical_account|new_car|1322|1000_more|1_4|4|female_div_sep_mar|none|4|car_other|40|none|own|2|skilled_employee|1|no|yes
0|less_0|18|past_paid_duly|radio_tv|1940|less_100|less_1|3|male_sin|coapplicant|4|unknown|36|bank|for_free|1|management|1|yes|yes
0|no_account|36|existing_paid_duly|radio_tv|3595|less_100|7_more|4|male_sin|none|2|car_other|28|none|own|1|skilled_employee|1|no|yes
1|less_0|9|existing_paid_duly|new_car|1422|less_100|less_1|3|male_sin|none|2|unknown|27|none|for_free|1|management|1|yes|yes
0|no_account|30|critical_account|radio_tv|6742|unknown|4_7|2|male_sin|none|3|life_insurance|36|none|own|2|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|used_car|7814|less_100|4_7|3|male_sin|none|3|car_other|38|none|own|1|management|1|yes|yes
0|no_account|24|existing_paid_duly|used_car|9277|unknown|1_4|2|male_div_sep|none|4|unknown|48|none|for_free|1|skilled_employee|1|yes|yes
0|0_200|30|critical_account|new_car|2181|unknown|7_more|4|male_sin|none|4|real_estate|36|none|own|2|skilled_employee|1|no|yes
0|no_account|18|critical_account|radio_tv|1098|less_100|unemployed|4|female_div_sep_mar|none|4|car_other|65|none|own|2|unemployed|1|no|yes
1|0_200|24|existing_paid_duly|furniture|4057|less_100|4_7|3|male_div_sep|none|3|car_other|43|none|own|1|skilled_employee|1|yes|yes
1|less_0|12|existing_paid_duly|education|795|less_100|less_1|4|female_div_sep_mar|none|4|life_insurance|53|none|own|1|skilled_employee|1|no|yes
0|0_200|24|critical_account|business|2825|unknown|4_7|4|male_sin|none|3|unknown|34|none|own|2|skilled_employee|2|yes|yes
1|0_200|48|existing_paid_duly|business|15672|less_100|1_4|2|male_sin|none|2|car_other|23|none|own|1|skilled_employee|1|yes|yes
0|no_account|36|critical_account|new_car|6614|less_100|7_more|4|male_sin|none|4|car_other|34|none|own|2|management|1|yes|yes
0|no_account|28|past_paid_duly|used_car|7824|unknown|less_1|3|male_sin|guarantor|4|real_estate|40|bank|rent|2|skilled_employee|2|yes|yes
0|less_0|27|critical_account|business|2442|less_100|7_more|4|male_sin|none|4|car_other|43|stores|own|4|management|2|yes|yes
0|no_account|15|critical_account|radio_tv|1829|less_100|7_more|4|male_sin|none|4|car_other|46|none|own|2|skilled_employee|1|yes|yes
0|less_0|12|critical_account|new_car|2171|less_100|1_4|4|male_sin|none|4|life_insurance|38|bank|own|2|unskilled|1|no|no
0|0_200|36|critical_account|used_car|5800|less_100|1_4|3|male_sin|none|4|car_other|34|none|own|2|skilled_employee|1|yes|yes
0|no_account|18|critical_account|radio_tv|1169|unknown|1_4|4|male_sin|none|3|life_insurance|29|none|own|2|skilled_employee|1|yes|yes
0|no_account|36|past_delays|used_car|8947|unknown|4_7|3|male_sin|none|2|car_other|31|stores|own|1|management|2|yes|yes
0|less_0|21|existing_paid_duly|radio_tv|2606|less_100|less_1|4|female_div_sep_mar|none|4|life_insurance|28|none|rent|1|management|1|yes|yes
0|no_account|12|critical_account|furniture|1592|1000_more|4_7|3|female_div_sep_mar|none|2|life_insurance|35|none|own|1|skilled_employee|1|no|no
0|no_account|15|existing_paid_duly|furniture|2186|unknown|4_7|1|female_div_sep_mar|none|4|real_estate|33|bank|rent|1|unskilled|1|no|yes
1|less_0|18|existing_paid_duly|furniture|4153|less_100|1_4|2|male_sin|coapplicant|3|car_other|42|none|own|1|skilled_employee|1|no|yes
1|less_0|16|critical_account|new_car|2625|less_100|7_more|2|male_sin|guarantor|4|life_insurance|43|bank|rent|1|skilled_employee|1|yes|yes
0|no_account|20|critical_account|new_car|3485|unknown|less_1|2|male_div_sep|none|4|real_estate|44|none|own|2|skilled_employee|1|yes|yes
0|no_account|36|critical_account|used_car|10477|unknown|7_more|2|male_sin|none|4|unknown|42|none|for_free|2|skilled_employee|1|no|yes
0|no_account|15|existing_paid_duly|radio_tv|1386|unknown|1_4|4|male_mar_wid|none|2|real_estate|40|none|rent|1|skilled_employee|1|yes|yes
0|no_account|24|existing_paid_duly|radio_tv|1278|less_100|7_more|4|male_sin|none|1|real_estate|36|none|own|1|management|1|yes|yes
0|less_0|12|existing_paid_duly|radio_tv|1107|less_100|1_4|2|male_sin|none|2|real_estate|20|none|rent|1|management|2|yes|yes
0|less_0|21|existing_paid_duly|new_car|3763|unknown|4_7|2|male_sin|coapplicant|2|real_estate|24|none|own|1|unskilled|1|no|no
0|0_200|36|existing_paid_duly|education|3711|unknown|1_4|2|male_mar_wid|none|2|car_other|27|none|own|1|skilled_employee|1|no|yes
0|no_account|15|past_delays|used_car|3594|less_100|less_1|1|female_div_sep_mar|none|2|life_insurance|46|none|own|2|unskilled|1|no|yes
0|0_200|9|existing_paid_duly|new_car|3195|unknown|1_4|1|female_div_sep_mar|none|2|real_estate|33|none|own|1|unskilled|1|no|yes
0|no_account|36|past_delays|radio_tv|4454|less_100|1_4|4|female_div_sep_mar|none|4|real_estate|34|none|own|2|skilled_employee|1|no|yes
1|0_200|24|critical_account|furniture|4736|less_100|less_1|2|female_div_sep_mar|none|4|car_other|25|bank|own|1|unskilled|1|no|yes
0|0_200|30|existing_paid_duly|radio_tv|2991|unknown|7_more|2|female_div_sep_mar|none|4|car_other|25|none|own|1|skilled_employee|1|no|yes
0|no_account|11|existing_paid_duly|business|2142|1000_more|7_more|1|male_div_sep|none|2|real_estate|28|none|own|1|skilled_employee|1|yes|yes
1|less_0|24|past_paid_duly|business|3161|less_100|1_4|4|male_sin|none|2|life_insurance|31|none|rent|1|skilled_employee|1|yes|yes
1|0_200|48|no_credits|others|18424|less_100|1_4|1|female_div_sep_mar|none|2|life_insurance|32|bank|own|1|management|1|yes|no
0|no_account|10|existing_paid_duly|used_car|2848|100_500|1_4|1|male_sin|coapplicant|2|real_estate|32|none|own|1|skilled_employee|2|no|yes
1|less_0|6|existing_paid_duly|new_car|14896|less_100|7_more|1|male_sin|none|4|unknown|68|bank|own|1|management|1|yes|yes
1|less_0|24|existing_paid_duly|furniture|2359|100_500|unemployed|1|male_div_sep|none|1|life_insurance|33|none|own|1|skilled_employee|1|no|yes
1|less_0|24|existing_paid_duly|furniture|3345|less_100|7_more|4|male_sin|none|2|life_insurance|39|none|rent|1|management|1|yes|yes
0|no_account|18|critical_account|furniture|1817|less_100|1_4|4|female_div_sep_mar|none|2|unknown|28|none|own|2|skilled_employee|1|no|yes
0|no_account|48|past_delays|radio_tv|12749|500_1000|4_7|4|male_sin|none|1|car_other|37|none|own|1|management|1|yes|yes
1|less_0|9|existing_paid_duly|radio_tv|1366|less_100|less_1|3|female_div_sep_mar|none|4|life_insurance|22|none|rent|1|skilled_employee|1|no|yes
0|0_200|12|existing_paid_duly|new_car|2002|less_100|4_7|3|male_sin|none|4|life_insurance|30|none|rent|1|skilled_employee|2|yes|yes
1|less_0|24|past_paid_duly|furniture|6872|less_100|less_1|2|male_div_sep|none|1|life_insurance|55|bank|own|1|skilled_employee|1|yes|yes
1|less_0|12|past_paid_duly|new_car|697|less_100|less_1|4|male_sin|none|2|car_other|46|bank|own|2|skilled_employee|1|yes|yes
0|less_0|18|critical_account|furniture|1049|less_100|less_1|4|female_div_sep_mar|none|4|life_insurance|21|none|rent|1|skilled_employee|1|no|yes
1|less_0|48|existing_paid_duly|used_car|10297|less_100|4_7|4|male_sin|none|4|unknown|39|stores|for_free|3|skilled_employee|2|yes|yes
0|no_account|30|existing_paid_duly|radio_tv|1867|unknown|7_more|4|male_sin|none|4|car_other|58|none|own|1|skilled_employee|1|yes|yes
0|less_0|12|past_delays|new_car|1344|less_100|1_4|4|male_sin|none|2|real_estate|43|none|own|2|unskilled|2|no|yes
0|less_0|24|existing_paid_duly|furniture|1747|less_100|less_1|4|male_sin|coapplicant|1|life_insurance|24|none|own|1|unskilled|1|no|no
1|0_200|9|existing_paid_duly|radio_tv|1670|less_100|less_1|4|female_div_sep_mar|none|2|car_other|22|none|own|1|skilled_employee|1|yes|yes
0|no_account|9|critical_account|new_car|1224|less_100|1_4|3|male_sin|none|1|real_estate|30|none|own|2|skilled_employee|1|no|yes
0|no_account|12|critical_account|radio_tv|522|500_1000|7_more|4|male_sin|none|4|life_insurance|42|none|own|2|skilled_employee|2|yes|yes
0|less_0|12|existing_paid_duly|radio_tv|1498|less_100|1_4|4|female_div_sep_mar|none|1|car_other|23|bank|own|1|skilled_employee|1|no|yes
1|0_200|30|past_delays|radio_tv|1919|100_500|less_1|4|male_sin|none|3|unknown|30|stores|own|2|management|1|no|yes
1|200_more|9|existing_paid_duly|radio_tv|745|less_100|1_4|3|female_div_sep_mar|none|2|real_estate|28|none|own|1|unskilled|1|no|yes
0|0_200|6|existing_paid_duly|radio_tv|2063|less_100|less_1|4|male_mar_wid|none|3|car_other|30|none|rent|1|management|1|yes|yes
1|0_200|60|existing_paid_duly|education|6288|less_100|1_4|4|male_sin|none|4|unknown|42|none|for_free|1|skilled_employee|1|no|yes
0|no_account|24|critical_account|used_car|6842|unknown|1_4|2|male_sin|none|4|life_insurance|46|none|own|2|management|2|yes|yes
0|no_account|12|existing_paid_duly|new_car|3527|unknown|less_1|2|male_sin|none|3|life_insurance|45|none|own|1|management|2|yes|yes
0|no_account|10|existing_paid_duly|new_car|1546|less_100|1_4|3|male_sin|none|2|real_estate|31|none|own|1|unskilled|2|no|no
0|no_account|24|existing_paid_duly|furniture|929|unknown|4_7|4|male_sin|none|2|car_other|31|stores|own|1|skilled_employee|1|yes|yes
0|no_account|4|critical_account|new_car|1455|less_100|4_7|2|male_sin|none|1|real_estate|42|none|own|3|unskilled|2|no|yes
0|less_0|15|existing_paid_duly|furniture|1845|less_100|less_1|4|female_div_sep_mar|guarantor|1|life_insurance|46|none|rent|1|skilled_employee|1|no|yes
0|0_200|48|no_credits|new_car|8358|500_1000|less_1|1|female_div_sep_mar|none|1|car_other|30|none|own|2|skilled_employee|1|no|yes
1|less_0|24|past_paid_duly|furniture|3349|500_1000|less_1|4|male_sin|none|4|unknown|30|none|for_free|1|skilled_employee|2|yes|yes
0|no_account|12|existing_paid_duly|new_car|2859|unknown|unemployed|4|male_sin|none|4|unknown|38|none|own|1|management|1|yes|yes
1|no_account|18|existing_paid_duly|furniture|1533|less_100|less_1|4|male_mar_wid|coapplicant|1|life_insurance|43|none|own|1|unskilled|2|no|yes
1|no_account|24|existing_paid_duly|radio_tv|3621|100_500|7_more|2|male_sin|none|4|car_other|31|none|own|2|skilled_employee|1|no|yes
0|0_200|18|critical_account|business|3590|less_100|unemployed|3|male_mar_wid|none|3|car_other|40|none|own|3|unemployed|2|yes|yes
1|less_0|36|past_delays|business|2145|less_100|4_7|2|male_sin|none|1|car_other|24|none|own|2|skilled_employee|1|yes|yes
1|0_200|24|existing_paid_duly|used_car|4113|500_1000|less_1|3|female_div_sep_mar|none|4|car_other|28|none|rent|1|skilled_employee|1|no|yes
1|no_account|36|existing_paid_duly|furniture|10974|less_100|unemployed|4|female_div_sep_mar|none|2|car_other|26|none|own|2|management|1|yes|yes
0|less_0|12|existing_paid_duly|new_car|1893|less_100|1_4|4|female_div_sep_mar|guarantor|4|life_insurance|29|none|own|1|skilled_employee|1|yes|yes
0|less_0|24|critical_account|radio_tv|1231|1000_more|7_more|4|female_div_sep_mar|none|4|life_insurance|57|none|rent|2|management|1|yes|yes
0|200_more|30|critical_account|radio_tv|3656|unknown|7_more|4|male_sin|none|4|life_insurance|49|stores|own|2|unskilled|1|no|yes
0|0_200|9|critical_account|radio_tv|1154|less_100|7_more|2|male_sin|none|4|real_estate|37|none|own|3|unskilled|1|no|yes
1|less_0|28|existing_paid_duly|new_car|4006|less_100|1_4|3|male_sin|none|2|car_other|45|none|own|1|unskilled|1|no|yes
0|0_200|24|existing_paid_duly|furniture|3069|100_500|7_more|4|male_sin|none|4|unknown|30|none|for_free|1|skilled_employee|1|no|yes
0|no_account|6|critical_account|radio_tv|1740|less_100|7_more|2|male_mar_wid|none|2|real_estate|30|none|rent|2|skilled_employee|1|no|yes
0|0_200|21|past_delays|new_car|2353|less_100|1_4|1|male_div_sep|none|4|life_insurance|47|none|own|2|skilled_employee|1|no|yes
0|no_account|15|existing_paid_duly|new_car|3556|unknown|1_4|3|male_sin|none|2|unknown|29|none|own|1|skilled_employee|1|no|yes
1|no_account|24|existing_paid_duly|radio_tv|2397|500_1000|7_more|3|male_sin|none|2|car_other|35|bank|own|2|skilled_employee|1|yes|yes
0|0_200|6|existing_paid_duly|repairs|454|less_100|less_1|3|male_mar_wid|none|1|life_insurance|22|none|own|1|unskilled|1|no|yes
0|0_200|30|existing_paid_duly|radio_tv|1715|unknown|1_4|4|female_div_sep_mar|none|1|car_other|26|none|own|1|skilled_employee|1|no|yes
1|0_200|27|critical_account|radio_tv|2520|500_1000|1_4|4|male_sin|none|2|life_insurance|23|none|own|2|unskilled|1|no|yes
0|no_account|15|existing_paid_duly|radio_tv|3568|less_100|7_more|4|female_div_sep_mar|none|2|car_other|54|bank|rent|1|management|1|yes|yes
0|no_account|42|existing_paid_duly|radio_tv|7166|unknown|4_7|2|male_mar_wid|none|4|life_insurance|29|none|rent|1|skilled_employee|1|yes|yes
0|less_0|11|critical_account|new_car|3939|less_100|1_4|1|male_sin|none|2|real_estate|40|none|own|2|unskilled|2|no|yes
0|0_200|15|existing_paid_duly|repairs|1514|100_500|1_4|4|male_sin|guarantor|2|real_estate|22|none|own|1|skilled_employee|1|no|yes
0|no_account|24|existing_paid_duly|new_car|7393|less_100|1_4|1|male_sin|none|4|life_insurance|43|none|own|1|unskilled|2|no|yes
1|less_0|24|past_paid_duly|new_car|1193|less_100|unemployed|1|female_div_sep_mar|coapplicant|4|unknown|29|none|rent|2|unemployed|1|no|yes
1|less_0|60|existing_paid_duly|business|7297|less_100|7_more|4|male_sin|coapplicant|4|unknown|36|none|rent|1|skilled_employee|1|no|yes
0|no_account|30|critical_account|radio_tv|2831|less_100|1_4|4|female_div_sep_mar|none|2|car_other|33|none|own|1|skilled_employee|1|yes|yes
0|200_more|24|existing_paid_duly|radio_tv|1258|500_1000|1_4|3|female_div_sep_mar|none|3|car_other|57|none|own|1|unskilled|1|no|yes
0|0_200|6|existing_paid_duly|radio_tv|753|less_100|1_4|2|female_div_sep_mar|guarantor|3|real_estate|64|none|own|1|skilled_employee|1|no|yes
0|0_200|18|past_delays|business|2427|unknown|7_more|4|male_sin|none|2|life_insurance|42|none|own|2|skilled_employee|1|no|yes
1|no_account|24|past_delays|new_car|2538|less_100|7_more|4|male_sin|none|4|car_other|47|none|own|2|unskilled|2|no|yes
1|0_200|15|past_paid_duly|new_car|1264|100_500|1_4|2|male_mar_wid|none|2|life_insurance|25|none|rent|1|skilled_employee|1|no|yes
1|0_200|30|critical_account|furniture|8386|less_100|4_7|2|male_sin|none|2|life_insurance|49|none|own|1|skilled_employee|1|no|yes
1|no_account|48|existing_paid_duly|business|4844|less_100|unemployed|3|male_sin|none|2|car_other|33|bank|rent|1|management|1|yes|yes
0|200_more|21|existing_paid_duly|new_car|2923|100_500|1_4|1|female_div_sep_mar|none|1|car_other|28|bank|own|1|management|1|yes|yes
1|less_0|36|existing_paid_duly|used_car|8229|less_100|1_4|2|male_sin|none|2|life_insurance|26|none|own|1|skilled_employee|2|no|yes
